source_surface,resource,grain,field_name,field_type,semantic_status,navigation_category,navigation_subcategory,canonical_attachment,relationship_kind,identity_contract,source_identity_required,relationship_note,navigation_basis,source_statuses,source_types,notes
FRL_LOCAL_CSV,player_match,player_match,accurateCross,unknown,UNCATALOGUED,Crossing & Set Pieces,Crossing / set pieces,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,bigChanceMissed,unknown,UNCATALOGUED,Chance Creation,Creation / chance generation,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,blockedScoringAttempt,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,challengeLost,unknown,UNCATALOGUED,Duels & Aerials,Duels / aerial play,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,clearanceOffLine,unknown,UNCATALOGUED,Defending,Defensive actions,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,crossNotClaimed,unknown,UNCATALOGUED,Crossing & Set Pieces,Crossing / set pieces,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,dispossessed,unknown,UNCATALOGUED,Possession & Ball Security,Possession / security,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,duelLost,unknown,exposed,Duels & Aerials,Duels / aerial play,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,duelWon,unknown,exposed,Duels & Aerials,Duels / aerial play,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,errorLeadToAGoal,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,errorLeadToAShot,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,expectedAssists,unknown,exposed,Chance Creation,Creation / chance generation,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=INTERMITTENT; seasons=4/10
FRL_LOCAL_CSV,player_match,player_match,expectedGoals,unknown,exposed,Shooting & Finishing,Shooting / finishing,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=INTERMITTENT; seasons=4/10
FRL_LOCAL_CSV,player_match,player_match,expectedGoalsOnTarget,unknown,exposed,Shooting & Finishing,Shooting / finishing,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=INTERMITTENT; seasons=4/10
FRL_LOCAL_CSV,player_match,player_match,fouls,unknown,UNCATALOGUED,Discipline,Cards / fouls,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,gameweek,unknown,exposed,Tactical & Match Context,Match / tactical context,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,goalAssist,unknown,exposed,Shooting & Finishing,Shooting / finishing,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,goals,unknown,exposed,Shooting & Finishing,Shooting / finishing,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,goalsPrevented,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=LONG_RUN; seasons=5/10
FRL_LOCAL_CSV,player_match,player_match,goodHighClaim,unknown,UNCATALOGUED,Goalkeeping,Goalkeeping,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,hitWoodwork,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,interceptionWon,unknown,UNCATALOGUED,Defending,Defensive actions,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,keyPass,unknown,exposed,Chance Creation,Creation / chance generation,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,lastManTackle,unknown,UNCATALOGUED,Defending,Defensive actions,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,matchId,unknown,exposed,Unclassified Review,Needs manual navigation review,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,metersCoveredHighSpeedRunningKm,unknown,UNCATALOGUED,Physical & Tracking,Physical / tracking,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=SINGLE_SEASON; seasons=1/10
FRL_LOCAL_CSV,player_match,player_match,metersCoveredJoggingKm,unknown,UNCATALOGUED,Physical & Tracking,Physical / tracking,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=SINGLE_SEASON; seasons=1/10
FRL_LOCAL_CSV,player_match,player_match,metersCoveredRunningKm,unknown,UNCATALOGUED,Physical & Tracking,Physical / tracking,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=SINGLE_SEASON; seasons=1/10
FRL_LOCAL_CSV,player_match,player_match,metersCoveredSprintingKm,unknown,UNCATALOGUED,Physical & Tracking,Physical / tracking,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=SINGLE_SEASON; seasons=1/10
FRL_LOCAL_CSV,player_match,player_match,metersCoveredWalkingKm,unknown,UNCATALOGUED,Physical & Tracking,Physical / tracking,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=SINGLE_SEASON; seasons=1/10
FRL_LOCAL_CSV,player_match,player_match,minutesPlayed,unknown,exposed,Tactical & Match Context,Match / tactical context,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,onTargetScoringAttempt,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,outfielderBlock,unknown,UNCATALOGUED,Defending,Defensive actions,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,ownGoals,unknown,exposed,Shooting & Finishing,Shooting / finishing,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,penaltyConceded,unknown,UNCATALOGUED,Unclassified Review,Needs manual navigation review,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,penaltyFaced,unknown,UNCATALOGUED,Unclassified Review,Needs manual navigation review,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,penaltyMiss,unknown,UNCATALOGUED,Unclassified Review,Needs manual navigation review,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,penaltySave,unknown,UNCATALOGUED,Goalkeeping,Goalkeeping,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,penaltyWon,unknown,UNCATALOGUED,Unclassified Review,Needs manual navigation review,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,pl_code,unknown,exposed,Identity & Context,Identity / context,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,playerId,unknown,exposed,Unclassified Review,Needs manual navigation review,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,playerName,unknown,retained,Unclassified Review,Needs manual navigation review,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,retained,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,position,unknown,retained,Identity & Context,Identity / context,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,retained,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,possessionLostCtrl,unknown,UNCATALOGUED,Possession & Ball Security,Possession / security,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,progressiveBallCarriesCount,unknown,exposed,Unclassified Review,Needs manual navigation review,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=INTERMITTENT; seasons=4/10
FRL_LOCAL_CSV,player_match,player_match,punches,unknown,UNCATALOGUED,Goalkeeping,Goalkeeping,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,rating,unknown,exposed,Unclassified Review,Needs manual navigation review,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,savedShotsFromInsideTheBox,unknown,UNCATALOGUED,Goalkeeping,Goalkeeping,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,saves,unknown,UNCATALOGUED,Goalkeeping,Goalkeeping,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,season,unknown,UNCATALOGUED,Identity & Context,Identity / context,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,shotOffTarget,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,slug,unknown,UNCATALOGUED,Identity & Context,Identity / context,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,substitute,unknown,retained,Playing Time,Participation / availability,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,retained,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,substitute.1,unknown,UNCATALOGUED,Playing Time,Participation / availability,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,team,unknown,exposed,Unclassified Review,Needs manual navigation review,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,team_id,unknown,exposed,Identity & Context,Identity / context,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,totalBallCarriesDistance,unknown,UNCATALOGUED,Physical & Tracking,Physical / tracking,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=INTERMITTENT; seasons=4/10
FRL_LOCAL_CSV,player_match,player_match,totalClearance,unknown,UNCATALOGUED,Defending,Defensive actions,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,totalContest,unknown,UNCATALOGUED,Duels & Aerials,Duels / aerial play,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,totalCross,unknown,UNCATALOGUED,Crossing & Set Pieces,Crossing / set pieces,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,totalKeeperSweeper,unknown,UNCATALOGUED,Goalkeeping,Goalkeeping,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,totalLongBalls,unknown,exposed,Unclassified Review,Needs manual navigation review,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,totalOffside,unknown,UNCATALOGUED,Defending,Defensive actions,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,totalOppositionHalfPasses,unknown,UNCATALOGUED,Passing & Distribution,Passing / distribution,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,totalOwnHalfPasses,unknown,UNCATALOGUED,Passing & Distribution,Passing / distribution,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,totalPass,unknown,exposed,Passing & Distribution,Passing / distribution,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,totalProgression,unknown,exposed,Unclassified Review,Needs manual navigation review,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=INTERMITTENT; seasons=4/10
FRL_LOCAL_CSV,player_match,player_match,totalProgressiveBallCarriesDistance,unknown,exposed,Physical & Tracking,Physical / tracking,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=INTERMITTENT; seasons=4/10
FRL_LOCAL_CSV,player_match,player_match,totalShots,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,totalTackle,unknown,UNCATALOGUED,Defending,Defensive actions,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,touches,unknown,exposed,Possession & Ball Security,Possession / security,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,unsuccessfulTouch,unknown,UNCATALOGUED,Possession & Ball Security,Possession / security,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,venue,unknown,exposed,Tactical & Match Context,Match / tactical context,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,wasFouled,unknown,UNCATALOGUED,Discipline,Cards / fouls,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,player_match,player_match,wonContest,unknown,exposed,Duels & Aerials,Duels / aerial play,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
